id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,deposit_per_office,deposit_per_account,accounts_per_office,has_deposits,has_offices,has_accounts
10580,2020,West Bengal,19,Jhargram,703,Eastern Region,Rural,77,1340,2470,32.077922077922075,1.8432835820895523,17.4025974025974,1,1,1
10581,2020,West Bengal,19,Jhargram,703,Eastern Region,Semi-urban,12,199,1201,100.08333333333333,6.035175879396985,16.583333333333332,1,1,1
10582,2020,West Bengal,19,Kalimpong,702,Eastern Region,Rural,33,361,1384,41.93939393939394,3.8337950138504153,10.93939393939394,1,1,1
10584,2020,West Bengal,19,Coochbehar,308,Eastern Region,Rural,163,2690,2337,14.337423312883436,0.8687732342007435,16.503067484662576,1,1,1
10585,2020,West Bengal,19,Coochbehar,308,Eastern Region,Semi-urban,112,2103,5883,52.526785714285715,2.797432239657632,18.776785714285715,1,1,1
10586,2020,West Bengal,19,Kolkata,315,Eastern Region,Metropolitan,1654,18883,316077,191.09854897218864,16.738706773288143,11.416565900846432,1,1,1
10587,2020,West Bengal,19,Maldah,316,Eastern Region,Rural,175,3878,4693,26.81714285714286,1.2101598762248582,22.16,1,1,1
10588,2020,West Bengal,19,Maldah,316,Eastern Region,Semi-urban,58,1349,3738,64.44827586206897,2.770941438102298,23.25862068965517,1,1,1
10589,2020,West Bengal,19,Maldah,316,Eastern Region,Urban,30,434,2775,92.5,6.394009216589862,14.466666666666667,1,1,1
10590,2020,West Bengal,19,Murshidabad,319,Eastern Region,Rural,222,4581,6355,28.626126126126128,1.387251691770356,20.635135135135137,1,1,1
10591,2020,West Bengal,19,Murshidabad,319,Eastern Region,Semi-urban,218,4601,7940,36.42201834862385,1.7257118017822213,21.105504587155963,1,1,1
10592,2020,West Bengal,19,Murshidabad,319,Eastern Region,Urban,49,575,5558,113.42857142857143,9.66608695652174,11.73469387755102,1,1,1
10593,2020,West Bengal,19,Nadia,320,Eastern Region,Rural,197,3637,7495,38.045685279187815,2.0607643662359085,18.461928934010153,1,1,1
10594,2020,West Bengal,19,Nadia,320,Eastern Region,Semi-urban,141,2708,7876,55.858156028368796,2.9084194977843425,19.20567375886525,1,1,1
10595,2020,West Bengal,19,Nadia,320,Eastern Region,Urban,94,1708,9602,102.14893617021276,5.621779859484778,18.170212765957448,1,1,1
10596,2020,West Bengal,19,24 Paraganas North,303,Eastern Region,Rural,285,5389,12240,42.94736842105263,2.271293375394322,18.90877192982456,1,1,1
10597,2020,West Bengal,19,24 Paraganas North,303,Eastern Region,Semi-urban,88,1750,8033,91.2840909090909,4.590285714285714,19.886363636363637,1,1,1
10598,2020,West Bengal,19,24 Paraganas North,303,Eastern Region,Urban,656,10480,108606,165.5579268292683,10.363167938931298,15.975609756097562,1,1,1
10599,2020,West Bengal,19,Paschim Bardhaman,704,Eastern Region,Rural,89,1069,5346,60.06741573033708,5.000935453695042,12.01123595505618,1,1,1
10600,2020,West Bengal,19,Paschim Bardhaman,704,Eastern Region,Semi-urban,42,642,4644,110.57142857142857,7.233644859813084,15.285714285714286,1,1,1
10601,2020,West Bengal,19,Paschim Bardhaman,704,Eastern Region,Urban,245,3375,34074,139.07755102040815,10.096,13.775510204081632,1,1,1
10602,2020,West Bengal,19,Medinipur East,317,Eastern Region,Rural,241,4749,9619,39.912863070539416,2.025479048220678,19.70539419087137,1,1,1
10603,2020,West Bengal,19,Medinipur East,317,Eastern Region,Semi-urban,39,757,2300,58.97435897435897,3.038309114927345,19.41025641025641,1,1,1
10604,2020,West Bengal,19,Medinipur East,317,Eastern Region,Urban,94,1357,11736,124.85106382978724,8.648489314664701,14.436170212765957,1,1,1
10605,2020,West Bengal,19,Purba Bardhaman,306,Eastern Region,Rural,274,4751,9873,36.03284671532847,2.078088823405599,17.33941605839416,1,1,1
10606,2020,West Bengal,19,Purba Bardhaman,306,Eastern Region,Semi-urban,103,1728,5351,51.95145631067961,3.0966435185185186,16.776699029126213,1,1,1
10607,2020,West Bengal,19,Purba Bardhaman,306,Eastern Region,Urban,94,1160,9500,101.06382978723404,8.189655172413794,12.340425531914894,1,1,1
10608,2020,West Bengal,19,Medinipur West,318,Eastern Region,Rural,252,5619,12242,48.57936507936508,2.178679480334579,22.297619047619047,1,1,1
10609,2020,West Bengal,19,Medinipur West,318,Eastern Region,Semi-urban,82,1188,5022,61.24390243902439,4.2272727272727275,14.487804878048781,1,1,1
10610,2020,West Bengal,19,Medinipur West,318,Eastern Region,Urban,33,461,4121,124.87878787878788,8.939262472885032,13.969696969696969,1,1,1
10611,2020,West Bengal,19,Purulia,321,Eastern Region,Rural,117,2496,5728,48.957264957264954,2.2948717948717947,21.333333333333332,1,1,1
10612,2020,West Bengal,19,Purulia,321,Eastern Region,Semi-urban,30,519,2019,67.3,3.8901734104046244,17.3,1,1,1
10613,2020,West Bengal,19,Purulia,321,Eastern Region,Urban,29,532,3583,123.55172413793103,6.734962406015038,18.344827586206897,1,1,1
10614,2020,West Bengal,19,24 Paraganas South,304,Eastern Region,Rural,360,6909,16536,45.93333333333333,2.393399913156752,19.191666666666666,1,1,1
10615,2020,West Bengal,19,24 Paraganas South,304,Eastern Region,Semi-urban,168,3191,9262,55.13095238095238,2.9025383892196803,18.99404761904762,1,1,1
10616,2020,West Bengal,19,24 Paraganas South,304,Eastern Region,Urban,72,1067,7313,101.56944444444444,6.853795688847235,14.819444444444445,1,1,1
10617,2020,West Bengal,19,Dinajpur Uttar,311,Eastern Region,Rural,126,2704,2799,22.214285714285715,1.0351331360946745,21.46031746031746,1,1,1
10618,2020,West Bengal,19,Dinajpur Uttar,311,Eastern Region,Semi-urban,41,923,1324,32.292682926829265,1.4344528710725895,22.51219512195122,1,1,1
10619,2020,West Bengal,19,Dinajpur Uttar,311,Eastern Region,Urban,33,573,2213,67.06060606060606,3.862129144851658,17.363636363636363,1,1,1
10624,2019,Andaman and Nicobar Islands,35,North and Middle Andaman,632,Eastern Region,Rural,9,109,574,63.77777777777778,5.26605504587156,12.11111111111111,1,1,1
10625,2019,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Rural,12,102,575,47.916666666666664,5.637254901960785,8.5,1,1,1
10626,2019,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Semi-urban,11,59,305,27.727272727272727,5.169491525423729,5.363636363636363,1,1,1
10627,2019,Andaman and Nicobar Islands,35,South Andamans,602,Eastern Region,Urban,34,310,3582,105.3529411764706,11.55483870967742,9.117647058823529,1,1,1
10668,2019,Andhra Pradesh,28,Anantapur,502,Southern Region,Rural,156,2068,2655,17.01923076923077,1.2838491295938104,13.256410256410257,1,1,1
10669,2019,Andhra Pradesh,28,Anantapur,502,Southern Region,Semi-urban,127,2536,5610,44.173228346456696,2.2121451104100944,19.968503937007874,1,1,1
10670,2019,Andhra Pradesh,28,Anantapur,502,Southern Region,Urban,171,4426,10126,59.21637426900585,2.287844554902847,25.883040935672515,1,1,1
10671,2019,Andhra Pradesh,28,Chittoor,503,Southern Region,Rural,230,2454,11040,48.0,4.49877750611247,10.669565217391304,1,1,1
10672,2019,Andhra Pradesh,28,Chittoor,503,Southern Region,Semi-urban,168,2466,5052,30.071428571428573,2.048661800486618,14.678571428571429,1,1,1
10673,2019,Andhra Pradesh,28,Chittoor,503,Southern Region,Urban,197,2372,18927,96.0761421319797,7.979342327150085,12.040609137055837,1,1,1
10674,2019,Andhra Pradesh,28,East Godavari,505,Southern Region,Rural,253,3125,5202,20.561264822134387,1.66464,12.351778656126482,1,1,1
10675,2019,Andhra Pradesh,28,East Godavari,505,Southern Region,Semi-urban,272,3708,7871,28.9375,2.122707659115426,13.632352941176471,1,1,1
10676,2019,Andhra Pradesh,28,East Godavari,505,Southern Region,Urban,242,2517,15197,62.79752066115702,6.037743345252284,10.400826446280991,1,1,1
10677,2019,Andhra Pradesh,28,Guntur,506,Southern Region,Rural,283,2209,5060,17.879858657243815,2.290629244001811,7.80565371024735,1,1,1
10678,2019,Andhra Pradesh,28,Guntur,506,Southern Region,Semi-urban,229,2973,6951,30.353711790393014,2.338042381432896,12.982532751091703,1,1,1
10679,2019,Andhra Pradesh,28,Guntur,506,Southern Region,Urban,288,3226,18519,64.30208333333333,5.740545567265964,11.20138888888889,1,1,1
10680,2019,Andhra Pradesh,28,Krishna,510,Southern Region,Rural,217,2032,3597,16.57603686635945,1.7701771653543308,9.36405529953917,1,1,1
10681,2019,Andhra Pradesh,28,Krishna,510,Southern Region,Semi-urban,215,2527,7238,33.665116279069764,2.8642659279778395,11.753488372093024,1,1,1
10682,2019,Andhra Pradesh,28,Krishna,510,Southern Region,Urban,61,2570,3207,52.57377049180328,1.2478599221789883,42.131147540983605,1,1,1
10683,2019,Andhra Pradesh,28,Krishna,510,Southern Region,Metropolitan,346,2979,33885,97.93352601156069,11.374622356495468,8.609826589595375,1,1,1
10684,2019,Andhra Pradesh,28,Kurnool,511,Southern Region,Rural,160,1646,2038,12.7375,1.2381530984204132,10.2875,1,1,1
10685,2019,Andhra Pradesh,28,Kurnool,511,Southern Region,Semi-urban,111,2296,3851,34.693693693693696,1.6772648083623694,20.684684684684683,1,1,1
10686,2019,Andhra Pradesh,28,Kurnool,511,Southern Region,Urban,189,4140,9647,51.042328042328045,2.330193236714976,21.904761904761905,1,1,1
10687,2019,Andhra Pradesh,28,Prakasam,517,Southern Region,Rural,196,2106,2843,14.505102040816327,1.3499525166191833,10.744897959183673,1,1,1
10688,2019,Andhra Pradesh,28,Prakasam,517,Southern Region,Semi-urban,184,2963,6386,34.70652173913044,2.1552480593992573,16.10326086956522,1,1,1
10689,2019,Andhra Pradesh,28,Prakasam,517,Southern Region,Urban,73,771,3834,52.52054794520548,4.972762645914397,10.561643835616438,1,1,1
10690,2019,Andhra Pradesh,28,Srikakulam,519,Southern Region,Rural,145,1959,3058,21.089655172413792,1.5610005104645228,13.510344827586207,1,1,1
10691,2019,Andhra Pradesh,28,Srikakulam,519,Southern Region,Semi-urban,94,1631,3528,37.53191489361702,2.163090128755365,17.351063829787233,1,1,1
10692,2019,Andhra Pradesh,28,Srikakulam,519,Southern Region,Urban,54,612,3244,60.074074074074076,5.300653594771242,11.333333333333334,1,1,1
10693,2019,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Rural,149,1517,2048,13.74496644295302,1.3500329597890572,10.181208053691275,1,1,1
10694,2019,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Semi-urban,141,2206,4175,29.609929078014183,1.8925657298277425,15.645390070921986,1,1,1
10695,2019,Andhra Pradesh,28,Spsr Nellore,515,Southern Region,Urban,122,1394,7823,64.12295081967213,5.611908177905309,11.426229508196721,1,1,1
10696,2019,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Rural,150,2151,3287,21.913333333333334,1.5281264528126453,14.34,1,1,1
10697,2019,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Semi-urban,107,1580,3653,34.14018691588785,2.312025316455696,14.766355140186915,1,1,1
10698,2019,Andhra Pradesh,28,Visakhapatanam,520,Southern Region,Metropolitan,520,4634,39534,76.02692307692308,8.531290461804057,8.911538461538461,1,1,1
10699,2019,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Rural,137,1653,2237,16.32846715328467,1.35329703569268,12.065693430656934,1,1,1
10700,2019,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Semi-urban,84,1212,2566,30.547619047619047,2.117161716171617,14.428571428571429,1,1,1
10701,2019,Andhra Pradesh,28,Vizianagaram,521,Southern Region,Urban,67,1097,3591,53.59701492537314,3.2734731084776665,16.37313432835821,1,1,1
10702,2019,Andhra Pradesh,28,West Godavari,523,Southern Region,Rural,204,2057,4224,20.705882352941178,2.053475935828877,10.083333333333334,1,1,1
10703,2019,Andhra Pradesh,28,West Godavari,523,Southern Region,Semi-urban,240,3342,8008,33.36666666666667,2.3961699581089166,13.925,1,1,1
10704,2019,Andhra Pradesh,28,West Godavari,523,Southern Region,Urban,143,1845,6863,47.99300699300699,3.7197831978319784,12.902097902097902,1,1,1
10705,2019,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Rural,135,1506,3079,22.807407407407407,2.044488711819389,11.155555555555555,1,1,1
10706,2019,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Semi-urban,110,1607,4036,36.69090909090909,2.5115121344119475,14.60909090909091,1,1,1
10707,2019,Andhra Pradesh,28,Y.S.R.,504,Southern Region,Urban,117,1556,6762,57.794871794871796,4.345758354755784,13.2991452991453,1,1,1
10729,2019,Arunachal Pradesh,12,Changlang,229,North Eastern Region,Rural,6,117,585,97.5,5.0,19.5,1,1,1
10732,2019,Arunachal Pradesh,12,East Siang,232,North Eastern Region,Semi-urban,12,107,869,72.41666666666667,8.121495327102803,8.916666666666666,1,1,1
10735,2019,Arunachal Pradesh,12,Lower Dibang Valley,235,North Eastern Region,Semi-urban,4,53,348,87.0,6.566037735849057,13.25,1,1,1
10736,2019,Arunachal Pradesh,12,Lower Siang,719,North Eastern Region,Rural,6,54,281,46.833333333333336,5.203703703703703,9.0,1,1,1
10737,2019,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Rural,4,26,87,21.75,3.3461538461538463,6.5,1,1,1
10738,2019,Arunachal Pradesh,12,Lower Subansiri,236,North Eastern Region,Semi-urban,5,55,433,86.6,7.872727272727273,11.0,1,1,1
10740,2019,Arunachal Pradesh,12,Namsai,678,North Eastern Region,Semi-urban,4,45,267,66.75,5.933333333333334,11.25,1,1,1
10741,2019,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Rural,8,66,622,77.75,9.424242424242424,8.25,1,1,1
10742,2019,Arunachal Pradesh,12,Papum Pare,237,North Eastern Region,Semi-urban,41,333,7962,194.1951219512195,23.90990990990991,8.121951219512194,1,1,1
10743,2019,Arunachal Pradesh,12,Siang,679,North Eastern Region,Rural,4,18,97,24.25,5.388888888888889,4.5,1,1,1
10744,2019,Arunachal Pradesh,12,Tawang,238,North Eastern Region,Semi-urban,5,46,1013,202.6,22.02173913043478,9.2,1,1,1
10745,2019,Arunachal Pradesh,12,Upper Siang,240,North Eastern Region,Rural,4,34,253,63.25,7.4411764705882355,8.5,1,1,1
10746,2019,Arunachal Pradesh,12,Upper Subansiri,241,North Eastern Region,Rural,5,31,141,28.2,4.548387096774194,6.2,1,1,1
10747,2019,Arunachal Pradesh,12,West Kameng,242,North Eastern Region,Rural,13,100,884,68.0,8.84,7.6923076923076925,1,1,1
10748,2019,Arunachal Pradesh,12,West Siang,243,North Eastern Region,Semi-urban,5,74,510,102.0,6.891891891891892,14.8,1,1,1
10818,2019,Assam,18,Baksa,616,North Eastern Region,Rural,41,921,1023,24.951219512195124,1.1107491856677525,22.463414634146343,1,1,1
10819,2019,Assam,18,Barpeta,280,North Eastern Region,Rural,41,1088,1104,26.926829268292682,1.0147058823529411,26.536585365853657,1,1,1
10820,2019,Assam,18,Barpeta,280,North Eastern Region,Semi-urban,48,1008,2312,48.166666666666664,2.2936507936507935,21.0,1,1,1
10821,2019,Assam,18,Biswanath,705,North Eastern Region,Rural,22,375,472,21.454545454545453,1.2586666666666666,17.045454545454547,1,1,1
10822,2019,Assam,18,Biswanath,705,North Eastern Region,Semi-urban,13,185,537,41.30769230769231,2.902702702702703,14.23076923076923,1,1,1
10823,2019,Assam,18,Bongaigaon,281,North Eastern Region,Rural,19,384,398,20.94736842105263,1.0364583333333333,20.210526315789473,1,1,1
10824,2019,Assam,18,Bongaigaon,281,North Eastern Region,Semi-urban,31,551,2112,68.12903225806451,3.8330308529945554,17.774193548387096,1,1,1
10825,2019,Assam,18,Cachar,282,North Eastern Region,Rural,59,1259,2043,34.6271186440678,1.6227164416203337,21.338983050847457,1,1,1
10826,2019,Assam,18,Cachar,282,North Eastern Region,Semi-urban,5,93,223,44.6,2.3978494623655915,18.6,1,1,1
10827,2019,Assam,18,Cachar,282,North Eastern Region,Urban,69,786,5786,83.85507246376811,7.361323155216285,11.391304347826088,1,1,1
10828,2019,Assam,18,Charaideo,708,North Eastern Region,Rural,17,294,496,29.176470588235293,1.6870748299319729,17.294117647058822,1,1,1
10829,2019,Assam,18,Charaideo,708,North Eastern Region,Semi-urban,7,134,358,51.142857142857146,2.671641791044776,19.142857142857142,1,1,1
10830,2019,Assam,18,Chirang,612,North Eastern Region,Rural,17,493,1001,58.88235294117647,2.030425963488844,29.0,1,1,1
10831,2019,Assam,18,Chirang,612,North Eastern Region,Semi-urban,6,150,268,44.666666666666664,1.7866666666666666,25.0,1,1,1
10832,2019,Assam,18,Darrang,283,North Eastern Region,Rural,24,493,420,17.5,0.8519269776876268,20.541666666666668,1,1,1
10833,2019,Assam,18,Darrang,283,North Eastern Region,Semi-urban,25,620,1297,51.88,2.0919354838709676,24.8,1,1,1
10834,2019,Assam,18,Dhemaji,284,North Eastern Region,Rural,17,605,551,32.411764705882355,0.9107438016528926,35.588235294117645,1,1,1
10835,2019,Assam,18,Dhemaji,284,North Eastern Region,Semi-urban,17,304,596,35.05882352941177,1.9605263157894737,17.88235294117647,1,1,1
10836,2019,Assam,18,Dhubri,285,North Eastern Region,Rural,24,835,707,29.458333333333332,0.8467065868263473,34.791666666666664,1,1,1
10837,2019,Assam,18,Dhubri,285,North Eastern Region,Semi-urban,30,813,1784,59.46666666666667,2.1943419434194342,27.1,1,1,1
10838,2019,Assam,18,Dibrugarh,286,North Eastern Region,Rural,69,1025,2059,29.840579710144926,2.008780487804878,14.855072463768115,1,1,1
10839,2019,Assam,18,Dibrugarh,286,North Eastern Region,Semi-urban,32,431,3087,96.46875,7.162412993039443,13.46875,1,1,1
10840,2019,Assam,18,Dibrugarh,286,North Eastern Region,Urban,57,591,4142,72.66666666666667,7.008460236886632,10.368421052631579,1,1,1
10841,2019,Assam,18,Goalpara,287,North Eastern Region,Rural,30,630,832,27.733333333333334,1.3206349206349206,21.0,1,1,1
10842,2019,Assam,18,Goalpara,287,North Eastern Region,Semi-urban,21,538,986,46.95238095238095,1.8327137546468402,25.61904761904762,1,1,1
10843,2019,Assam,18,Golaghat,288,North Eastern Region,Rural,49,896,1175,23.979591836734695,1.3113839285714286,18.285714285714285,1,1,1
10844,2019,Assam,18,Golaghat,288,North Eastern Region,Semi-urban,39,586,1881,48.23076923076923,3.2098976109215016,15.025641025641026,1,1,1
10845,2019,Assam,18,Hailakandi,289,North Eastern Region,Rural,15,348,344,22.933333333333334,0.9885057471264368,23.2,1,1,1
10846,2019,Assam,18,Hailakandi,289,North Eastern Region,Semi-urban,18,382,1037,57.611111111111114,2.7146596858638743,21.22222222222222,1,1,1
10847,2019,Assam,18,Hojai,709,North Eastern Region,Rural,6,194,139,23.166666666666668,0.7164948453608248,32.333333333333336,1,1,1
10848,2019,Assam,18,Hojai,709,North Eastern Region,Semi-urban,27,524,1830,67.77777777777777,3.4923664122137406,19.40740740740741,1,1,1
10849,2019,Assam,18,Jorhat,290,North Eastern Region,Rural,34,571,1008,29.647058823529413,1.765323992994746,16.794117647058822,1,1,1
10850,2019,Assam,18,Jorhat,290,North Eastern Region,Semi-urban,12,217,527,43.916666666666664,2.4285714285714284,18.083333333333332,1,1,1
10851,2019,Assam,18,Jorhat,290,North Eastern Region,Urban,67,738,4786,71.43283582089552,6.485094850948509,11.014925373134329,1,1,1
10852,2019,Assam,18,Kamrup,291,North Eastern Region,Rural,83,1599,2429,29.265060240963855,1.519074421513446,19.265060240963855,1,1,1
10853,2019,Assam,18,Kamrup,291,North Eastern Region,Semi-urban,24,435,1163,48.458333333333336,2.6735632183908047,18.125,1,1,1
10854,2019,Assam,18,Kamrup Metro,618,North Eastern Region,Rural,33,362,2210,66.96969696969697,6.104972375690608,10.969696969696969,1,1,1
10855,2019,Assam,18,Kamrup Metro,618,North Eastern Region,Semi-urban,6,78,686,114.33333333333333,8.794871794871796,13.0,1,1,1
10856,2019,Assam,18,Kamrup Metro,618,North Eastern Region,Urban,383,3485,56644,147.89556135770235,16.253658536585366,9.099216710182768,1,1,1
10857,2019,Assam,18,Karbi Anglong,292,North Eastern Region,Rural,33,473,532,16.12121212121212,1.1247357293868923,14.333333333333334,1,1,1
10858,2019,Assam,18,Karbi Anglong,292,North Eastern Region,Semi-urban,19,222,1637,86.15789473684211,7.373873873873874,11.68421052631579,1,1,1
10859,2019,Assam,18,Karimganj,293,North Eastern Region,Rural,39,847,1046,26.82051282051282,1.2349468713105076,21.71794871794872,1,1,1
10860,2019,Assam,18,Karimganj,293,North Eastern Region,Semi-urban,28,429,2325,83.03571428571429,5.419580419580419,15.321428571428571,1,1,1
10861,2019,Assam,18,Kokrajhar,294,North Eastern Region,Rural,22,591,857,38.95454545454545,1.4500846023688663,26.863636363636363,1,1,1
10862,2019,Assam,18,Kokrajhar,294,North Eastern Region,Semi-urban,16,322,1212,75.75,3.7639751552795033,20.125,1,1,1
10863,2019,Assam,18,Lakhimpur,295,North Eastern Region,Rural,38,870,976,25.68421052631579,1.1218390804597702,22.894736842105264,1,1,1
10864,2019,Assam,18,Lakhimpur,295,North Eastern Region,Semi-urban,30,503,1270,42.333333333333336,2.524850894632207,16.766666666666666,1,1,1
10865,2019,Assam,18,Majuli,706,North Eastern Region,Rural,10,160,191,19.1,1.19375,16.0,1,1,1
10866,2019,Assam,18,Marigaon,296,North Eastern Region,Rural,26,763,474,18.23076923076923,0.6212319790301442,29.346153846153847,1,1,1
10867,2019,Assam,18,Marigaon,296,North Eastern Region,Semi-urban,22,443,930,42.27272727272727,2.0993227990970653,20.136363636363637,1,1,1
10868,2019,Assam,18,Nagaon,297,North Eastern Region,Rural,68,1747,1498,22.029411764705884,0.8574699484831139,25.691176470588236,1,1,1
10869,2019,Assam,18,Nagaon,297,North Eastern Region,Semi-urban,15,550,562,37.46666666666667,1.0218181818181817,36.666666666666664,1,1,1
10870,2019,Assam,18,Nagaon,297,North Eastern Region,Urban,37,619,2944,79.56756756756756,4.75605815831987,16.72972972972973,1,1,1
10871,2019,Assam,18,Nalbari,298,North Eastern Region,Rural,38,655,972,25.57894736842105,1.483969465648855,17.236842105263158,1,1,1
10872,2019,Assam,18,Nalbari,298,North Eastern Region,Semi-urban,24,373,1194,49.75,3.201072386058981,15.541666666666666,1,1,1
10873,2019,Assam,18,Cachar,282,North Eastern Region,Rural,13,123,357,27.46153846153846,2.902439024390244,9.461538461538462,1,1,1
10874,2019,Assam,18,Cachar,282,North Eastern Region,Semi-urban,12,120,588,49.0,4.9,10.0,1,1,1
10875,2019,Assam,18,Sivasagar,300,North Eastern Region,Rural,33,568,1245,37.72727272727273,2.191901408450704,17.21212121212121,1,1,1
10876,2019,Assam,18,Sivasagar,300,North Eastern Region,Semi-urban,42,543,3104,73.9047619047619,5.716390423572744,12.928571428571429,1,1,1
10877,2019,Assam,18,Sonitpur,301,North Eastern Region,Rural,49,886,1232,25.142857142857142,1.3905191873589164,18.081632653061224,1,1,1
10878,2019,Assam,18,Sonitpur,301,North Eastern Region,Semi-urban,55,932,3571,64.92727272727272,3.8315450643776825,16.945454545454545,1,1,1
10879,2019,Assam,18,South Salmara Mancachar,707,North Eastern Region,Rural,9,156,114,12.666666666666666,0.7307692307692307,17.333333333333332,1,1,1
10880,2019,Assam,18,South Salmara Mancachar,707,North Eastern Region,Semi-urban,5,61,102,20.4,1.6721311475409837,12.2,1,1,1
10881,2019,Assam,18,Tinsukia,302,North Eastern Region,Rural,46,657,1059,23.02173913043478,1.6118721461187215,14.282608695652174,1,1,1
10882,2019,Assam,18,Tinsukia,302,North Eastern Region,Semi-urban,39,545,2162,55.43589743589744,3.9669724770642203,13.974358974358974,1,1,1
10883,2019,Assam,18,Tinsukia,302,North Eastern Region,Urban,46,569,3144,68.34782608695652,5.525483304042179,12.369565217391305,1,1,1
10884,2019,Assam,18,Udalguri,617,North Eastern Region,Rural,22,662,493,22.40909090909091,0.7447129909365559,30.09090909090909,1,1,1
10885,2019,Assam,18,Udalguri,617,North Eastern Region,Semi-urban,10,329,585,58.5,1.778115501519757,32.9,1,1,1
10886,2019,Assam,18,West Karbi Anglong,710,North Eastern Region,Rural,21,265,264,12.571428571428571,0.9962264150943396,12.619047619047619,1,1,1
10986,2019,Bihar,10,Araria,188,Eastern Region,Rural,53,1311,840,15.849056603773585,0.6407322654462243,24.735849056603772,1,1,1
10987,2019,Bihar,10,Araria,188,Eastern Region,Semi-urban,72,1529,3148,43.72222222222222,2.0588620013080443,21.23611111111111,1,1,1
10988,2019,Bihar,10,Arwal,611,Eastern Region,Rural,40,666,1262,31.55,1.894894894894895,16.65,1,1,1
10989,2019,Bihar,10,Arwal,611,Eastern Region,Semi-urban,15,168,257,17.133333333333333,1.5297619047619047,11.2,1,1,1
10990,2019,Bihar,10,Aurangabad,189,Eastern Region,Rural,106,1531,2598,24.50943396226415,1.6969301110385369,14.443396226415095,1,1,1
10991,2019,Bihar,10,Aurangabad,189,Eastern Region,Semi-urban,31,926,1824,58.83870967741935,1.9697624190064795,29.870967741935484,1,1,1
10992,2019,Bihar,10,Aurangabad,189,Eastern Region,Urban,30,362,2386,79.53333333333333,6.5911602209944755,12.066666666666666,1,1,1
10993,2019,Bihar,10,Banka,190,Eastern Region,Rural,64,1364,1805,28.203125,1.3233137829912023,21.3125,1,1,1
10994,2019,Bihar,10,Banka,190,Eastern Region,Semi-urban,34,568,1333,39.205882352941174,2.346830985915493,16.705882352941178,1,1,1
10995,2019,Bihar,10,Begusarai,191,Eastern Region,Rural,72,1115,1503,20.875,1.347982062780269,15.48611111111111,1,1,1
10996,2019,Bihar,10,Begusarai,191,Eastern Region,Semi-urban,80,1674,3299,41.2375,1.9707287933094384,20.925,1,1,1
10997,2019,Bihar,10,Begusarai,191,Eastern Region,Urban,45,593,2824,62.75555555555555,4.762225969645868,13.177777777777777,1,1,1
10998,2019,Bihar,10,Bhagalpur,192,Eastern Region,Rural,86,1400,2219,25.802325581395348,1.585,16.27906976744186,1,1,1
10999,2019,Bihar,10,Bhagalpur,192,Eastern Region,Semi-urban,80,1301,3280,41.0,2.5211375864719447,16.2625,1,1,1
11000,2019,Bihar,10,Bhagalpur,192,Eastern Region,Urban,86,960,6977,81.12790697674419,7.267708333333333,11.162790697674419,1,1,1
11001,2019,Bihar,10,Bhojpur,193,Eastern Region,Rural,114,1793,3024,26.526315789473685,1.686558839933073,15.728070175438596,1,1,1
11002,2019,Bihar,10,Bhojpur,193,Eastern Region,Semi-urban,48,937,2179,45.395833333333336,2.3255069370330843,19.520833333333332,1,1,1
11003,2019,Bihar,10,Bhojpur,193,Eastern Region,Urban,48,686,4271,88.97916666666667,6.225947521865889,14.291666666666666,1,1,1
11004,2019,Bihar,10,Buxar,194,Eastern Region,Rural,78,1197,1853,23.756410256410255,1.5480367585630743,15.346153846153847,1,1,1
11005,2019,Bihar,10,Buxar,194,Eastern Region,Semi-urban,35,667,1524,43.542857142857144,2.284857571214393,19.057142857142857,1,1,1
11006,2019,Bihar,10,Buxar,194,Eastern Region,Urban,29,471,2213,76.3103448275862,4.698513800424628,16.24137931034483,1,1,1
11007,2019,Bihar,10,Darbhanga,195,Eastern Region,Rural,105,1863,2568,24.457142857142856,1.3784219001610305,17.742857142857144,1,1,1
11008,2019,Bihar,10,Darbhanga,195,Eastern Region,Semi-urban,58,1168,1792,30.896551724137932,1.5342465753424657,20.137931034482758,1,1,1
11009,2019,Bihar,10,Darbhanga,195,Eastern Region,Urban,75,1042,6156,82.08,5.907869481765835,13.893333333333333,1,1,1
11010,2019,Bihar,10,Gaya,196,Eastern Region,Rural,165,3272,4577,27.73939393939394,1.398838630806846,19.830303030303032,1,1,1
11011,2019,Bihar,10,Gaya,196,Eastern Region,Semi-urban,36,688,2078,57.72222222222222,3.020348837209302,19.11111111111111,1,1,1
