"id","year","state_name","state_code","district_name","district_code","region","population_group","no_of_offices","no_of_accounts","deposit_amount"
10690,2019,"Andhra Pradesh",28,"Srikakulam",519,"Southern Region","Rural",145,1959,3058
10691,2019,"Andhra Pradesh",28,"Srikakulam",519,"Southern Region","Semi-urban",94,1631,3528
10692,2019,"Andhra Pradesh",28,"Srikakulam",519,"Southern Region","Urban",54,612,3244
10693,2019,"Andhra Pradesh",28,"Spsr Nellore",515,"Southern Region","Rural",149,1517,2048
10694,2019,"Andhra Pradesh",28,"Spsr Nellore",515,"Southern Region","Semi-urban",141,2206,4175
10695,2019,"Andhra Pradesh",28,"Spsr Nellore",515,"Southern Region","Urban",122,1394,7823
10696,2019,"Andhra Pradesh",28,"Visakhapatanam",520,"Southern Region","Rural",150,2151,3287
10697,2019,"Andhra Pradesh",28,"Visakhapatanam",520,"Southern Region","Semi-urban",107,1580,3653
10698,2019,"Andhra Pradesh",28,"Visakhapatanam",520,"Southern Region","Metropolitan",520,4634,39534
10699,2019,"Andhra Pradesh",28,"Vizianagaram",521,"Southern Region","Rural",137,1653,2237
10700,2019,"Andhra Pradesh",28,"Vizianagaram",521,"Southern Region","Semi-urban",84,1212,2566
10701,2019,"Andhra Pradesh",28,"Vizianagaram",521,"Southern Region","Urban",67,1097,3591
10702,2019,"Andhra Pradesh",28,"West Godavari",523,"Southern Region","Rural",204,2057,4224
10703,2019,"Andhra Pradesh",28,"West Godavari",523,"Southern Region","Semi-urban",240,3342,8008
10704,2019,"Andhra Pradesh",28,"West Godavari",523,"Southern Region","Urban",143,1845,6863
10705,2019,"Andhra Pradesh",28,"Y.S.R.",504,"Southern Region","Rural",135,1506,3079
10706,2019,"Andhra Pradesh",28,"Y.S.R.",504,"Southern Region","Semi-urban",110,1607,4036
10707,2019,"Andhra Pradesh",28,"Y.S.R.",504,"Southern Region","Urban",117,1556,6762
10708,2019,"Arunachal Pradesh",12,"Changlang",229,"North Eastern Region","Rural",0,0,0
10709,2019,"Arunachal Pradesh",12,"East Kameng",231,"North Eastern Region","Semi-urban",0,0,0
10710,2019,"Arunachal Pradesh",12,"East Siang",232,"North Eastern Region","Rural",0,0,0
10711,2019,"Arunachal Pradesh",12,"East Siang",232,"North Eastern Region","Semi-urban",0,0,0
10712,2019,"Arunachal Pradesh",12,"Leparada",724,"North Eastern Region","Rural",0,0,0
10713,2019,"Arunachal Pradesh",12,"Lohit",234,"North Eastern Region","Semi-urban",0,0,0
10714,2019,"Arunachal Pradesh",12,"Longding",666,"North Eastern Region","Rural",0,0,0
10715,2019,"Arunachal Pradesh",12,"Lower Dibang Valley",235,"North Eastern Region","Semi-urban",0,0,0
10716,2019,"Arunachal Pradesh",12,"Lower Siang",719,"North Eastern Region","Rural",0,0,0
10717,2019,"Arunachal Pradesh",12,"Lower Subansiri",236,"North Eastern Region","Rural",0,0,0
10718,2019,"Arunachal Pradesh",12,"Lower Subansiri",236,"North Eastern Region","Semi-urban",0,0,0
10719,2019,"Arunachal Pradesh",12,"Namsai",678,"North Eastern Region","Rural",0,0,0
10720,2019,"Arunachal Pradesh",12,"Namsai",678,"North Eastern Region","Semi-urban",0,0,0
10721,2019,"Arunachal Pradesh",12,"Papum Pare",237,"North Eastern Region","Rural",0,0,0
10722,2019,"Arunachal Pradesh",12,"Papum Pare",237,"North Eastern Region","Semi-urban",0,0,0
10723,2019,"Arunachal Pradesh",12,"Siang",679,"North Eastern Region","Rural",0,0,0
10724,2019,"Arunachal Pradesh",12,"Tawang",238,"North Eastern Region","Semi-urban",0,0,0
10725,2019,"Arunachal Pradesh",12,"Upper Siang",240,"North Eastern Region","Rural",0,0,0
10726,2019,"Arunachal Pradesh",12,"Upper Subansiri",241,"North Eastern Region","Rural",0,0,0
10727,2019,"Arunachal Pradesh",12,"West Kameng",242,"North Eastern Region","Rural",0,0,0
10728,2019,"Arunachal Pradesh",12,"West Siang",243,"North Eastern Region","Semi-urban",0,0,0
10729,2019,"Arunachal Pradesh",12,"Changlang",229,"North Eastern Region","Rural",6,117,585
10732,2019,"Arunachal Pradesh",12,"East Siang",232,"North Eastern Region","Semi-urban",12,107,869
10735,2019,"Arunachal Pradesh",12,"Lower Dibang Valley",235,"North Eastern Region","Semi-urban",4,53,348
10736,2019,"Arunachal Pradesh",12,"Lower Siang",719,"North Eastern Region","Rural",6,54,281
10737,2019,"Arunachal Pradesh",12,"Lower Subansiri",236,"North Eastern Region","Rural",4,26,87
10738,2019,"Arunachal Pradesh",12,"Lower Subansiri",236,"North Eastern Region","Semi-urban",5,55,433
10740,2019,"Arunachal Pradesh",12,"Namsai",678,"North Eastern Region","Semi-urban",4,45,267
10741,2019,"Arunachal Pradesh",12,"Papum Pare",237,"North Eastern Region","Rural",8,66,622
10742,2019,"Arunachal Pradesh",12,"Papum Pare",237,"North Eastern Region","Semi-urban",41,333,7962
10743,2019,"Arunachal Pradesh",12,"Siang",679,"North Eastern Region","Rural",4,18,97
10744,2019,"Arunachal Pradesh",12,"Tawang",238,"North Eastern Region","Semi-urban",5,46,1013
10745,2019,"Arunachal Pradesh",12,"Upper Siang",240,"North Eastern Region","Rural",4,34,253
10746,2019,"Arunachal Pradesh",12,"Upper Subansiri",241,"North Eastern Region","Rural",5,31,141
10747,2019,"Arunachal Pradesh",12,"West Kameng",242,"North Eastern Region","Rural",13,100,884
10748,2019,"Arunachal Pradesh",12,"West Siang",243,"North Eastern Region","Semi-urban",5,74,510
10749,2019,"Assam",18,"Baksa",616,"North Eastern Region","Rural",0,0,0
10750,2019,"Assam",18,"Barpeta",280,"North Eastern Region","Rural",0,0,0
10751,2019,"Assam",18,"Barpeta",280,"North Eastern Region","Semi-urban",0,0,0
10752,2019,"Assam",18,"Biswanath",705,"North Eastern Region","Rural",0,0,0
10753,2019,"Assam",18,"Biswanath",705,"North Eastern Region","Semi-urban",0,0,0
10754,2019,"Assam",18,"Bongaigaon",281,"North Eastern Region","Rural",0,0,0
10755,2019,"Assam",18,"Bongaigaon",281,"North Eastern Region","Semi-urban",0,0,0
10756,2019,"Assam",18,"Cachar",282,"North Eastern Region","Rural",0,0,0
10757,2019,"Assam",18,"Cachar",282,"North Eastern Region","Semi-urban",0,0,0
10758,2019,"Assam",18,"Cachar",282,"North Eastern Region","Urban",0,0,0
10759,2019,"Assam",18,"Charaideo",708,"North Eastern Region","Rural",0,0,0
10760,2019,"Assam",18,"Charaideo",708,"North Eastern Region","Semi-urban",0,0,0
10761,2019,"Assam",18,"Chirang",612,"North Eastern Region","Rural",0,0,0
10762,2019,"Assam",18,"Chirang",612,"North Eastern Region","Semi-urban",0,0,0
10763,2019,"Assam",18,"Darrang",283,"North Eastern Region","Rural",0,0,0
10764,2019,"Assam",18,"Darrang",283,"North Eastern Region","Semi-urban",0,0,0
10765,2019,"Assam",18,"Dhemaji",284,"North Eastern Region","Rural",0,0,0
10766,2019,"Assam",18,"Dhemaji",284,"North Eastern Region","Semi-urban",0,0,0
10767,2019,"Assam",18,"Dhubri",285,"North Eastern Region","Rural",0,0,0
10768,2019,"Assam",18,"Dhubri",285,"North Eastern Region","Semi-urban",0,0,0
10769,2019,"Assam",18,"Dibrugarh",286,"North Eastern Region","Rural",0,0,0
10770,2019,"Assam",18,"Dibrugarh",286,"North Eastern Region","Semi-urban",0,0,0
10771,2019,"Assam",18,"Dibrugarh",286,"North Eastern Region","Urban",0,0,0
10772,2019,"Assam",18,"Dima Hasao",299,"North Eastern Region","Rural",0,0,0
10773,2019,"Assam",18,"Dima Hasao",299,"North Eastern Region","Semi-urban",0,0,0
10774,2019,"Assam",18,"Goalpara",287,"North Eastern Region","Rural",0,0,0
10775,2019,"Assam",18,"Goalpara",287,"North Eastern Region","Semi-urban",0,0,0
10776,2019,"Assam",18,"Golaghat",288,"North Eastern Region","Rural",0,0,0
10777,2019,"Assam",18,"Golaghat",288,"North Eastern Region","Semi-urban",0,0,0
10778,2019,"Assam",18,"Hailakandi",289,"North Eastern Region","Rural",0,0,0
10779,2019,"Assam",18,"Hailakandi",289,"North Eastern Region","Semi-urban",0,0,0
10780,2019,"Assam",18,"Hojai",709,"North Eastern Region","Rural",0,0,0
10781,2019,"Assam",18,"Hojai",709,"North Eastern Region","Semi-urban",0,0,0
10782,2019,"Assam",18,"Jorhat",290,"North Eastern Region","Rural",0,0,0
10783,2019,"Assam",18,"Jorhat",290,"North Eastern Region","Semi-urban",0,0,0
10784,2019,"Assam",18,"Jorhat",290,"North Eastern Region","Urban",0,0,0
10785,2019,"Assam",18,"Kamrup",291,"North Eastern Region","Rural",0,0,0
10786,2019,"Assam",18,"Kamrup",291,"North Eastern Region","Semi-urban",0,0,0
10787,2019,"Assam",18,"Kamrup Metro",618,"North Eastern Region","Rural",0,0,0
10788,2019,"Assam",18,"Kamrup Metro",618,"North Eastern Region","Semi-urban",0,0,0
10789,2019,"Assam",18,"Kamrup Metro",618,"North Eastern Region","Urban",0,0,0
10790,2019,"Assam",18,"Karbi Anglong",292,"North Eastern Region","Rural",0,0,0
10791,2019,"Assam",18,"Karbi Anglong",292,"North Eastern Region","Semi-urban",0,0,0
10792,2019,"Assam",18,"Karimganj",293,"North Eastern Region","Rural",0,0,0
10793,2019,"Assam",18,"Karimganj",293,"North Eastern Region","Semi-urban",0,0,0
10794,2019,"Assam",18,"Kokrajhar",294,"North Eastern Region","Rural",0,0,0
10795,2019,"Assam",18,"Kokrajhar",294,"North Eastern Region","Semi-urban",0,0,0
10796,2019,"Assam",18,"Lakhimpur",295,"North Eastern Region","Rural",0,0,0
10797,2019,"Assam",18,"Lakhimpur",295,"North Eastern Region","Semi-urban",0,0,0
10798,2019,"Assam",18,"Majuli",706,"North Eastern Region","Rural",0,0,0
10799,2019,"Assam",18,"Marigaon",296,"North Eastern Region","Rural",0,0,0
10800,2019,"Assam",18,"Marigaon",296,"North Eastern Region","Semi-urban",0,0,0
10801,2019,"Assam",18,"Nagaon",297,"North Eastern Region","Rural",0,0,0
10802,2019,"Assam",18,"Nagaon",297,"North Eastern Region","Semi-urban",0,0,0
10803,2019,"Assam",18,"Nagaon",297,"North Eastern Region","Urban",0,0,0
10804,2019,"Assam",18,"Nalbari",298,"North Eastern Region","Rural",0,0,0
10805,2019,"Assam",18,"Nalbari",298,"North Eastern Region","Semi-urban",0,0,0
10806,2019,"Assam",18,"Sivasagar",300,"North Eastern Region","Rural",0,0,0
10807,2019,"Assam",18,"Sivasagar",300,"North Eastern Region","Semi-urban",0,0,0
10808,2019,"Assam",18,"Sonitpur",301,"North Eastern Region","Rural",0,0,0
10809,2019,"Assam",18,"Sonitpur",301,"North Eastern Region","Semi-urban",0,0,0
10810,2019,"Assam",18,"South Salmara Mancachar",707,"North Eastern Region","Rural",0,0,0
10811,2019,"Assam",18,"South Salmara Mancachar",707,"North Eastern Region","Semi-urban",0,0,0
10812,2019,"Assam",18,"Tinsukia",302,"North Eastern Region","Rural",0,0,0
10813,2019,"Assam",18,"Tinsukia",302,"North Eastern Region","Semi-urban",0,0,0
10814,2019,"Assam",18,"Tinsukia",302,"North Eastern Region","Urban",0,0,0
10815,2019,"Assam",18,"Udalguri",617,"North Eastern Region","Rural",0,0,0
10816,2019,"Assam",18,"Udalguri",617,"North Eastern Region","Semi-urban",0,0,0
10817,2019,"Assam",18,"West Karbi Anglong",710,"North Eastern Region","Rural",0,0,0
10818,2019,"Assam",18,"Baksa",616,"North Eastern Region","Rural",41,921,1023
10819,2019,"Assam",18,"Barpeta",280,"North Eastern Region","Rural",41,1088,1104
10820,2019,"Assam",18,"Barpeta",280,"North Eastern Region","Semi-urban",48,1008,2312
10821,2019,"Assam",18,"Biswanath",705,"North Eastern Region","Rural",22,375,472
10822,2019,"Assam",18,"Biswanath",705,"North Eastern Region","Semi-urban",13,185,537
10823,2019,"Assam",18,"Bongaigaon",281,"North Eastern Region","Rural",19,384,398
10824,2019,"Assam",18,"Bongaigaon",281,"North Eastern Region","Semi-urban",31,551,2112
10825,2019,"Assam",18,"Cachar",282,"North Eastern Region","Rural",59,1259,2043
10826,2019,"Assam",18,"Cachar",282,"North Eastern Region","Semi-urban",5,93,223
10827,2019,"Assam",18,"Cachar",282,"North Eastern Region","Urban",69,786,5786
10828,2019,"Assam",18,"Charaideo",708,"North Eastern Region","Rural",17,294,496
10829,2019,"Assam",18,"Charaideo",708,"North Eastern Region","Semi-urban",7,134,358
10830,2019,"Assam",18,"Chirang",612,"North Eastern Region","Rural",17,493,1001
10831,2019,"Assam",18,"Chirang",612,"North Eastern Region","Semi-urban",6,150,268
10832,2019,"Assam",18,"Darrang",283,"North Eastern Region","Rural",24,493,420
10833,2019,"Assam",18,"Darrang",283,"North Eastern Region","Semi-urban",25,620,1297
10834,2019,"Assam",18,"Dhemaji",284,"North Eastern Region","Rural",17,605,551
10835,2019,"Assam",18,"Dhemaji",284,"North Eastern Region","Semi-urban",17,304,596
10836,2019,"Assam",18,"Dhubri",285,"North Eastern Region","Rural",24,835,707
10837,2019,"Assam",18,"Dhubri",285,"North Eastern Region","Semi-urban",30,813,1784
10838,2019,"Assam",18,"Dibrugarh",286,"North Eastern Region","Rural",69,1025,2059
10839,2019,"Assam",18,"Dibrugarh",286,"North Eastern Region","Semi-urban",32,431,3087
10840,2019,"Assam",18,"Dibrugarh",286,"North Eastern Region","Urban",57,591,4142
10841,2019,"Assam",18,"Goalpara",287,"North Eastern Region","Rural",30,630,832
10842,2019,"Assam",18,"Goalpara",287,"North Eastern Region","Semi-urban",21,538,986
10843,2019,"Assam",18,"Golaghat",288,"North Eastern Region","Rural",49,896,1175
10844,2019,"Assam",18,"Golaghat",288,"North Eastern Region","Semi-urban",39,586,1881
10845,2019,"Assam",18,"Hailakandi",289,"North Eastern Region","Rural",15,348,344
10846,2019,"Assam",18,"Hailakandi",289,"North Eastern Region","Semi-urban",18,382,1037
10847,2019,"Assam",18,"Hojai",709,"North Eastern Region","Rural",6,194,139
10848,2019,"Assam",18,"Hojai",709,"North Eastern Region","Semi-urban",27,524,1830
10849,2019,"Assam",18,"Jorhat",290,"North Eastern Region","Rural",34,571,1008
10850,2019,"Assam",18,"Jorhat",290,"North Eastern Region","Semi-urban",12,217,527
10851,2019,"Assam",18,"Jorhat",290,"North Eastern Region","Urban",67,738,4786
10852,2019,"Assam",18,"Kamrup",291,"North Eastern Region","Rural",83,1599,2429
10853,2019,"Assam",18,"Kamrup",291,"North Eastern Region","Semi-urban",24,435,1163
10854,2019,"Assam",18,"Kamrup Metro",618,"North Eastern Region","Rural",33,362,2210
10855,2019,"Assam",18,"Kamrup Metro",618,"North Eastern Region","Semi-urban",6,78,686
10856,2019,"Assam",18,"Kamrup Metro",618,"North Eastern Region","Urban",383,3485,56644
10857,2019,"Assam",18,"Karbi Anglong",292,"North Eastern Region","Rural",33,473,532
10858,2019,"Assam",18,"Karbi Anglong",292,"North Eastern Region","Semi-urban",19,222,1637
10859,2019,"Assam",18,"Karimganj",293,"North Eastern Region","Rural",39,847,1046
10860,2019,"Assam",18,"Karimganj",293,"North Eastern Region","Semi-urban",28,429,2325
10861,2019,"Assam",18,"Kokrajhar",294,"North Eastern Region","Rural",22,591,857
10862,2019,"Assam",18,"Kokrajhar",294,"North Eastern Region","Semi-urban",16,322,1212
10863,2019,"Assam",18,"Lakhimpur",295,"North Eastern Region","Rural",38,870,976
10864,2019,"Assam",18,"Lakhimpur",295,"North Eastern Region","Semi-urban",30,503,1270
10865,2019,"Assam",18,"Majuli",706,"North Eastern Region","Rural",10,160,191
10866,2019,"Assam",18,"Marigaon",296,"North Eastern Region","Rural",26,763,474
10867,2019,"Assam",18,"Marigaon",296,"North Eastern Region","Semi-urban",22,443,930
10868,2019,"Assam",18,"Nagaon",297,"North Eastern Region","Rural",68,1747,1498
10869,2019,"Assam",18,"Nagaon",297,"North Eastern Region","Semi-urban",15,550,562
10870,2019,"Assam",18,"Nagaon",297,"North Eastern Region","Urban",37,619,2944
10871,2019,"Assam",18,"Nalbari",298,"North Eastern Region","Rural",38,655,972
10872,2019,"Assam",18,"Nalbari",298,"North Eastern Region","Semi-urban",24,373,1194
10873,2019,"Assam",18,"Cachar",282,"North Eastern Region","Rural",13,123,357
10874,2019,"Assam",18,"Cachar",282,"North Eastern Region","Semi-urban",12,120,588
10875,2019,"Assam",18,"Sivasagar",300,"North Eastern Region","Rural",33,568,1245
10876,2019,"Assam",18,"Sivasagar",300,"North Eastern Region","Semi-urban",42,543,3104
10877,2019,"Assam",18,"Sonitpur",301,"North Eastern Region","Rural",49,886,1232
10878,2019,"Assam",18,"Sonitpur",301,"North Eastern Region","Semi-urban",55,932,3571
10879,2019,"Assam",18,"South Salmara Mancachar",707,"North Eastern Region","Rural",9,156,114
10880,2019,"Assam",18,"South Salmara Mancachar",707,"North Eastern Region","Semi-urban",5,61,102
10881,2019,"Assam",18,"Tinsukia",302,"North Eastern Region","Rural",46,657,1059
10882,2019,"Assam",18,"Tinsukia",302,"North Eastern Region","Semi-urban",39,545,2162
10883,2019,"Assam",18,"Tinsukia",302,"North Eastern Region","Urban",46,569,3144
10884,2019,"Assam",18,"Udalguri",617,"North Eastern Region","Rural",22,662,493
10885,2019,"Assam",18,"Udalguri",617,"North Eastern Region","Semi-urban",10,329,585
10886,2019,"Assam",18,"West Karbi Anglong",710,"North Eastern Region","Rural",21,265,264
10887,2019,"Bihar",10,"Araria",188,"Eastern Region","Rural",0,0,0
10888,2019,"Bihar",10,"Araria",188,"Eastern Region","Semi-urban",0,0,0
10889,2019,"Bihar",10,"Arwal",611,"Eastern Region","Rural",0,0,0
10890,2019,"Bihar",10,"Arwal",611,"Eastern Region","Semi-urban",0,0,0
10891,2019,"Bihar",10,"Aurangabad",189,"Eastern Region","Rural",0,0,0
10892,2019,"Bihar",10,"Aurangabad",189,"Eastern Region","Semi-urban",0,0,0
10893,2019,"Bihar",10,"Aurangabad",189,"Eastern Region","Urban",0,0,0
10894,2019,"Bihar",10,"Banka",190,"Eastern Region","Rural",0,0,0
10895,2019,"Bihar",10,"Banka",190,"Eastern Region","Semi-urban",0,0,0
10896,2019,"Bihar",10,"Begusarai",191,"Eastern Region","Rural",0,0,0
10897,2019,"Bihar",10,"Begusarai",191,"Eastern Region","Semi-urban",0,0,0
10898,2019,"Bihar",10,"Begusarai",191,"Eastern Region","Urban",0,0,0
10899,2019,"Bihar",10,"Bhagalpur",192,"Eastern Region","Rural",0,0,0
10900,2019,"Bihar",10,"Bhagalpur",192,"Eastern Region","Semi-urban",0,0,0
10901,2019,"Bihar",10,"Bhagalpur",192,"Eastern Region","Urban",0,0,0
10902,2019,"Bihar",10,"Bhojpur",193,"Eastern Region","Rural",0,0,0
10903,2019,"Bihar",10,"Bhojpur",193,"Eastern Region","Semi-urban",0,0,0
10904,2019,"Bihar",10,"Bhojpur",193,"Eastern Region","Urban",0,0,0
10905,2019,"Bihar",10,"Buxar",194,"Eastern Region","Rural",0,0,0
10906,2019,"Bihar",10,"Buxar",194,"Eastern Region","Semi-urban",0,0,0
10907,2019,"Bihar",10,"Buxar",194,"Eastern Region","Urban",0,0,0
10908,2019,"Bihar",10,"Darbhanga",195,"Eastern Region","Rural",0,0,0
10909,2019,"Bihar",10,"Darbhanga",195,"Eastern Region","Semi-urban",0,0,0
10910,2019,"Bihar",10,"Darbhanga",195,"Eastern Region","Urban",0,0,0
10911,2019,"Bihar",10,"Gaya",196,"Eastern Region","Rural",0,0,0
10912,2019,"Bihar",10,"Gaya",196,"Eastern Region","Semi-urban",0,0,0
10913,2019,"Bihar",10,"Gaya",196,"Eastern Region","Urban",0,0,0
10914,2019,"Bihar",10,"Gopalganj",197,"Eastern Region","Rural",0,0,0
10915,2019,"Bihar",10,"Gopalganj",197,"Eastern Region","Semi-urban",0,0,0
10916,2019,"Bihar",10,"Jamui",198,"Eastern Region","Rural",0,0,0
10917,2019,"Bihar",10,"Jamui",198,"Eastern Region","Semi-urban",0,0,0
10918,2019,"Bihar",10,"Jehanabad",199,"Eastern Region","Rural",0,0,0
10919,2019,"Bihar",10,"Jehanabad",199,"Eastern Region","Semi-urban",0,0,0
10920,2019,"Bihar",10,"Jehanabad",199,"Eastern Region","Urban",0,0,0
10921,2019,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Rural",0,0,0
10922,2019,"Bihar",10,"Kaimur (Bhabua)",200,"Eastern Region","Semi-urban",0,0,0
10923,2019,"Bihar",10,"Katihar",201,"Eastern Region","Rural",0,0,0
10924,2019,"Bihar",10,"Katihar",201,"Eastern Region","Semi-urban",0,0,0
10925,2019,"Bihar",10,"Katihar",201,"Eastern Region","Urban",0,0,0
10926,2019,"Bihar",10,"Khagaria",202,"Eastern Region","Rural",0,0,0
10927,2019,"Bihar",10,"Khagaria",202,"Eastern Region","Semi-urban",0,0,0
10928,2019,"Bihar",10,"Kishanganj",203,"Eastern Region","Rural",0,0,0
10929,2019,"Bihar",10,"Kishanganj",203,"Eastern Region","Semi-urban",0,0,0
10930,2019,"Bihar",10,"Kishanganj",203,"Eastern Region","Urban",0,0,0
10931,2019,"Bihar",10,"Lakhisarai",204,"Eastern Region","Rural",0,0,0
10932,2019,"Bihar",10,"Lakhisarai",204,"Eastern Region","Semi-urban",0,0,0
10933,2019,"Bihar",10,"Madhepura",205,"Eastern Region","Rural",0,0,0
10934,2019,"Bihar",10,"Madhepura",205,"Eastern Region","Semi-urban",0,0,0
10935,2019,"Bihar",10,"Madhubani",206,"Eastern Region","Rural",0,0,0
10936,2019,"Bihar",10,"Madhubani",206,"Eastern Region","Semi-urban",0,0,0
10937,2019,"Bihar",10,"Munger",207,"Eastern Region","Rural",0,0,0
10938,2019,"Bihar",10,"Munger",207,"Eastern Region","Semi-urban",0,0,0
10939,2019,"Bihar",10,"Munger",207,"Eastern Region","Urban",0,0,0
10940,2019,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Rural",0,0,0
10941,2019,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Semi-urban",0,0,0
10942,2019,"Bihar",10,"Muzaffarpur",208,"Eastern Region","Urban",0,0,0
10943,2019,"Bihar",10,"Nalanda",209,"Eastern Region","Rural",0,0,0
10944,2019,"Bihar",10,"Nalanda",209,"Eastern Region","Semi-urban",0,0,0
10945,2019,"Bihar",10,"Nalanda",209,"Eastern Region","Urban",0,0,0
10946,2019,"Bihar",10,"Nawada",210,"Eastern Region","Rural",0,0,0
10947,2019,"Bihar",10,"Nawada",210,"Eastern Region","Semi-urban",0,0,0
10948,2019,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Rural",0,0,0
10949,2019,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Semi-urban",0,0,0
10950,2019,"Bihar",10,"Pashchim Champaran",211,"Eastern Region","Urban",0,0,0
10951,2019,"Bihar",10,"Patna",212,"Eastern Region","Rural",0,0,0
10952,2019,"Bihar",10,"Patna",212,"Eastern Region","Semi-urban",0,0,0
10953,2019,"Bihar",10,"Patna",212,"Eastern Region","Urban",0,0,0
10954,2019,"Bihar",10,"Patna",212,"Eastern Region","Metropolitan",0,0,0
10955,2019,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Rural",0,0,0
10956,2019,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Semi-urban",0,0,0
10957,2019,"Bihar",10,"Purbi Champaran",213,"Eastern Region","Urban",0,0,0
10958,2019,"Bihar",10,"Purnia",214,"Eastern Region","Rural",0,0,0
10959,2019,"Bihar",10,"Purnia",214,"Eastern Region","Semi-urban",0,0,0
10960,2019,"Bihar",10,"Purnia",214,"Eastern Region","Urban",0,0,0
10961,2019,"Bihar",10,"Rohtas",215,"Eastern Region","Rural",0,0,0
10962,2019,"Bihar",10,"Rohtas",215,"Eastern Region","Semi-urban",0,0,0
10963,2019,"Bihar",10,"Rohtas",215,"Eastern Region","Urban",0,0,0
10964,2019,"Bihar",10,"Saharsa",216,"Eastern Region","Rural",0,0,0
10965,2019,"Bihar",10,"Saharsa",216,"Eastern Region","Semi-urban",0,0,0
10966,2019,"Bihar",10,"Saharsa",216,"Eastern Region","Urban",0,0,0
10967,2019,"Bihar",10,"Samastipur",217,"Eastern Region","Rural",0,0,0
10968,2019,"Bihar",10,"Samastipur",217,"Eastern Region","Semi-urban",0,0,0
10969,2019,"Bihar",10,"Saran",218,"Eastern Region","Rural",0,0,0
10970,2019,"Bihar",10,"Saran",218,"Eastern Region","Semi-urban",0,0,0
10971,2019,"Bihar",10,"Saran",218,"Eastern Region","Urban",0,0,0
10972,2019,"Bihar",10,"Sheikhpura",219,"Eastern Region","Rural",0,0,0
10973,2019,"Bihar",10,"Sheikhpura",219,"Eastern Region","Semi-urban",0,0,0
10974,2019,"Bihar",10,"Sheohar",220,"Eastern Region","Rural",0,0,0
10975,2019,"Bihar",10,"Sheohar",220,"Eastern Region","Semi-urban",0,0,0
10976,2019,"Bihar",10,"Sitamarhi",221,"Eastern Region","Rural",0,0,0
10977,2019,"Bihar",10,"Sitamarhi",221,"Eastern Region","Semi-urban",0,0,0
10978,2019,"Bihar",10,"Siwan",222,"Eastern Region","Rural",0,0,0
10979,2019,"Bihar",10,"Siwan",222,"Eastern Region","Semi-urban",0,0,0
10980,2019,"Bihar",10,"Siwan",222,"Eastern Region","Urban",0,0,0
10981,2019,"Bihar",10,"Supaul",223,"Eastern Region","Rural",0,0,0
10982,2019,"Bihar",10,"Supaul",223,"Eastern Region","Semi-urban",0,0,0
10983,2019,"Bihar",10,"Vaishali",224,"Eastern Region","Rural",0,0,0
10984,2019,"Bihar",10,"Vaishali",224,"Eastern Region","Semi-urban",0,0,0
10985,2019,"Bihar",10,"Vaishali",224,"Eastern Region","Urban",0,0,0
10986,2019,"Bihar",10,"Araria",188,"Eastern Region","Rural",53,1311,840
10987,2019,"Bihar",10,"Araria",188,"Eastern Region","Semi-urban",72,1529,3148
10988,2019,"Bihar",10,"Arwal",611,"Eastern Region","Rural",40,666,1262
10989,2019,"Bihar",10,"Arwal",611,"Eastern Region","Semi-urban",15,168,257
10990,2019,"Bihar",10,"Aurangabad",189,"Eastern Region","Rural",106,1531,2598
10991,2019,"Bihar",10,"Aurangabad",189,"Eastern Region","Semi-urban",31,926,1824
10992,2019,"Bihar",10,"Aurangabad",189,"Eastern Region","Urban",30,362,2386
10993,2019,"Bihar",10,"Banka",190,"Eastern Region","Rural",64,1364,1805
10994,2019,"Bihar",10,"Banka",190,"Eastern Region","Semi-urban",34,568,1333
10995,2019,"Bihar",10,"Begusarai",191,"Eastern Region","Rural",72,1115,1503
10996,2019,"Bihar",10,"Begusarai",191,"Eastern Region","Semi-urban",80,1674,3299
10997,2019,"Bihar",10,"Begusarai",191,"Eastern Region","Urban",45,593,2824
10998,2019,"Bihar",10,"Bhagalpur",192,"Eastern Region","Rural",86,1400,2219
10999,2019,"Bihar",10,"Bhagalpur",192,"Eastern Region","Semi-urban",80,1301,3280
11000,2019,"Bihar",10,"Bhagalpur",192,"Eastern Region","Urban",86,960,6977
11001,2019,"Bihar",10,"Bhojpur",193,"Eastern Region","Rural",114,1793,3024
11002,2019,"Bihar",10,"Bhojpur",193,"Eastern Region","Semi-urban",48,937,2179
11003,2019,"Bihar",10,"Bhojpur",193,"Eastern Region","Urban",48,686,4271
11004,2019,"Bihar",10,"Buxar",194,"Eastern Region","Rural",78,1197,1853
11005,2019,"Bihar",10,"Buxar",194,"Eastern Region","Semi-urban",35,667,1524
11006,2019,"Bihar",10,"Buxar",194,"Eastern Region","Urban",29,471,2213
11007,2019,"Bihar",10,"Darbhanga",195,"Eastern Region","Rural",105,1863,2568
11008,2019,"Bihar",10,"Darbhanga",195,"Eastern Region","Semi-urban",58,1168,1792
11009,2019,"Bihar",10,"Darbhanga",195,"Eastern Region","Urban",75,1042,6156
